,review,ratio
586, You only get 20 min free wifi Staff are disinterested Italian restaurant was cold service was poor they looked bored Reception check in staff ignored me for ages while she messed about with some more important paperwork staplers Leave plenty of time for checkout You can t have a vat receipt upon payment at check in so everyone was queuing for them in the morning ,0.8333333333333334
587, The room was very closed horrible art work no toothpaste the swimming pool shower didn t last long the sunbeds looked grimey no gluten free expensive breakfast outside of building looks ugly and it s difficult to get to,2.0
588, The towels are far too small the sheets did not fit the beds and although we have stayed at this hotel many times it was just too noisy so will find another hotel in future ,2.0
589, Location was poor the hotel is looking very tiered the staff were far from helpful it was very noisy and cold I think the later is probably due to the single glazing ,4.0
590, We were not given the correct information about the car park when we rang the hotel several times before our journey The coffee was cold so we only drank tea ,1.0
591, Nothing particular ,4.0
592, Liked everything,0.75
593, it does not make sense that WIFI and swimming pool cost extra The double bed is joined two single beds which means there is an unpleasant gap in the middle the train and building construction noise from outside is soooo loud ,2.0
594, Excell,3.3333333333333335
595, I booked in a couple of weeks ago and was asked if would like to upgrade free of charge This time I was asked if I would like to upgrade at a cost,1.0
596, Well my room had no window and no alarm clock and no way to let air out so after a hot shower I went to sleep and because the heating was on and no window or alarm clock I m used to waiting yo to light from a window so I over slept and no clock so I didn t know was time it was so I kept going back to sleep when it was last 10 I asked for my breakfast they said no because I woke up late but if there where windows or a clock I would kno what time of day it was Also jacuzzi was off,1.0
597, Staff mistakenly charged my bill and I am still waiting for their refund Booking com has been in contact with them for this matter Really appreciate Booking com s assistance The lift in the hotel is very old and slowly And it s very shaky and quite terrifying Bed is ok standard and comfort But the air con is so loud that we had to switch off while sleep Swimming pool receptionist is very nice person but not smart enough and apparently lack of experiences of good customer service More training needed ,3.5
598, ,2.6666666666666665
599, Pool and jaccuzi were a little too cold hard to set a good temp in the shower no free Wi Fi,1.0
600, No means of warming breakfast croissants Dirty windows Shabby external entrance and forecourt Turned away from Jennys Restaurant as too busy with coach parties Main bar closed or used for private function Cold in Jennys restaurant at breakfast times although efforts were made to heat it up with a portable gas blower Bathroom dated and shabby ,1.0
601, the bed mattress was old and uncomfortable and needs replaced the room got cold between 4am and 8am and not enough extra blankets for bed the breakfast was really bad the english fry up was the worse i ve ever tasted and i ve worked all over britain and tasted a fair few ,1.0
602, The wifi was over priced and slow as hell The breakfast was cold and soggy ,0.6666666666666666
603, ,5.0
604, The 20 mins free wi fi in the room It should be all free Most places you go its free wi fi,4.0
605, They need a machine for essentials such as toothpastes etc Also need more tea in rooms or biscuits and more comfort ,4.0
606, Room was cold Shower had a hair trigger I e Cold or scolding For this price breakfast should be included fixtures and fittings in rooms look tired and require refurbishment,1.0
607, Noisy due to construction word and DLR nearby Room a little shabby cables exposed to TV cracked wash basin in en en suite carpet fraying in places Dated wallcovering Didn t realise booking was for room without windows when reserving Would regard hotel as 3 star at best,0.5
608, Plug in the bathroom sink did not work and the kettle you had to hold the button down and wait for it to boil otherwise as soon as you let go it stopped boiling Room was very cold ,1.0
609, Unfriendly and not collaborative personnel Any request is answered with No sorry or Contact the customer support per email My suggestion try some other hotel ,1.0
610, The bed was rather hard but ok The breakfast had rather small variety of selections and the breakfast room was icy cold ,0.5714285714285714
611, My first room I was offered but the receptionist sorted it out straight away,0.5
612, Very long waits at reception Hard pillows The continuous sound of the aircon fan ,2.0
613, Wifi as mentioned,2.0
614, Could of made the rooms more Modern and added some colour Better pictures and furniture,3.0
615, My daughter son in law and granddaughter had to stay in a smoking room and they are smokers because they didn t have our request for an extra bed the smell was dreadful but nothing else we could do,4.0
616, Breakfast was boring and bland A receptionist was talking to his friend while we were waiting for service from him I m stuck here at the moment you know It was not perhaps his favourite job but he seemed really unprofessional to me Staff in general was helpful when asked but they didn t really seem eager to please Seemed happy with the 4 stars although I ve been to smaller MUCH better 2 star hotels It felt like the hotel manager had been away from 6 months ,0.6666666666666666
617, WifI 20 mins free then you have to pay Most places are free these days ,1.3333333333333333
618, Customer service was appalling some members of staff were rude and antagonistic which seriously needs to be addressed The hotel looked dated and in need of updating Definitely not a four star hotel ,1.0
619, Would have liked a room with the balcony like last time as you cant open the window and it did get abit stuffy Claustrophobic ,1.0
620, Breakfast meal was good but breakfast standards are very low Table set ups lay up of the buffet clearing troleys with dirty plates cups e t c inside the breakfast room so guests could see all of it whilst eating not good enough ,3.0
621, Shower was more likely cold than hot but everybody is different ,1.3333333333333333
622, Duvet Pillows Bed all very uncomfortable Room too hot noise from DLR They charge for WiFi and use of the gym Rooms very shabby and dated ,1.0
623, The bed was nice and big however it was 2 mattresses put together and quite uncomfortable for a couple to sleep on If I wanted to sleep in a separate bed I would have booked a twin The parking I said was a bonus has an extremely cunning system They have an overnight rate of 15 but the catch is you have to leave the car park by 9am The luxury of parking your car until checkout which is only 2 hours later will cost you an extra 6 which I thought was a little excessive ,3.3333333333333335
624, electric was not working and party in next room all night not good at all i am still waiting on response from my complaint from when I stayed previous week ,1.0
625, I had no problems and overall there was nothing I did not like which surprised me as there is usually something ,0.5
626, Did not book breakfast thought it was too expensive able to buy good food very near the hotel Need juice and small snacks or fruit in the room maybe on arrival ,3.0
627, Have to pay for wifi pay for breakfast pay for later check out pay for water for the room there is no surprise and delight you feel that you are just being milked all of the time There is a lot of building work going on so it s not easy to find a way to go over the bridge to Canary Wharf any more ,2.0
628, A noisy location due to road and rail noise There is a huge construction site directly next door which has recently begun This will be under construction for the next couple of years The rooms are dated and in need of full renovation The gym was filthy with dirty walls It was damp and the changing rooms were dire The shower cubicle doors were off their hinges This place needs condemning Never again And a case of another hotel ripping guests off by charging for Wi Fi in 2017 for goodness sake ,2.0
629, Confusion on wifi,1.0
630, They charge extra for everything from wifi to early check in to car park to breakfast I think they charge for the pool too so the price is not representative given what you end up paying Also there was a power cut just effecting the hotel meaning I had to get dressed in the dark have a cold shower go to a business meeting with my hair wet and not be able to make a drink I asked for compensation or a refund and they just didn t bother replying ,1.0
631, Accommodation seemed very tired out of date id not take the breakfast option wasn t good value for money ,2.0
632, The staff were horrible the room was dirty including the bathroom I complained but I was downgraded to a smaller room no refund ,0.5
633, One member of staff on reception didn t seem interested in helping us out once we were booked in But the girl who booked us in when we arrived was very nice The shower wasn t very hot but it was ok for a quick turnaround The breakfast wasn t as good as I expected The overall setup needs looking at ,4.0
634, Manager was awful disrespectful and not helpful to numerous customers A lot of people booked double rooms and were given two twin beds even after complaints They tell you to push them together but my room had a pillar in the middle so that was impossible ,3.0
635, no hot water on the saturday evening for a shower It s a lovely old building but in need of some TLC in house maintenance Parking a bit expensive by comparison,2.5
636, Hot water was too hot difficult to get a temperate stream for my morning shower ,3.0
637, Charge for swimming pool,1.0
638, The receptionist wasn t particularly welcoming and was very stern didn t smile However got past that My main disappointment throughout my stay was there was a huge building sight right outside my window which started making loud noises from as early as 5am Which I hadn t been told about when I checked in had i of known this I would of purchased a room with no window or on the other side of the building so I actually got some sleep ready for my meeting early the following morning Also a member of staff opened my door at 7am and came in waking me up with no apology just quickly slamming the door behind him her Hopefully you can offer me something to compensate my not so good stay at your hotel I would really appreciate if this is a possibility ,6.0
639, No hot water was waiting all evening was told will be informed about the hot water when it is repaired noone bothered to call even after giving room number truly upsetting ,3.0
640, The electricity cut out from the early hours of the morning staff couldn t give updates or say what happened Had to walk up and down the stairs from the 10th floor with heavy suitcases and no assistance Had to check out super early Paid for breakfast but didn t even get to eat due to the power cut Markings on the walls and room very dated ,3.5
641, beds a little hard sorry and issues with locating it as roadworks building works has closed the main road and were not informed when booked of another route parked nearby and walked as could see hotel and got directions from builders luckily located a space ,3.0
642, woke up to no electric on the wednesday so no shower no lights no lift no breakfast no hot drink no heating and no care attitude from manager and staff very poor show,1.0
643, ,1.75
644, there was a total power cut from 5am until i left at 8am There was no notification from staff like a note pushed under the doors so it was up to us to walk down to reception and ask the single member of staff what was going on i therefore had to shower and try to get ready using just a phone light When i asked for a refund i was told that the GM had said no refunds and so it was down to the reception staff to pass this message on The GM should have been there ,3.0
645, Unfortunately a power cut meant that we paid 20 for a breakfast that comprised of crossiants and cereal There was nothing that could have been done but not gettting our money back for the breakfast was disappointing Several parts of the room window wardrobe door and drawers need maintaining as they were broken ,6.0
646, Windows were super dirty The gym is dirty the ceiling is so low you can t raise your arms and with bad and very old equipment Breakfast was bad Air the in the bedroom was unbreathable even after turning the heating off the temperature would not drop below 23 C No mini fridge ,1.0
647, The room was OK but clearly a bit worn in places Temp control on the wall could not make the room cool We asked the facilities management to look at this but they did not appear to understand how a thermostat worked the temp shown is the room temp sir If you open the window the temp will go down so they opened the window and the room did get cool 1 4 January on the 8th floor The thermostat on the wall appeared to be stuck at 27degrees The fan was a bit noisy and rattled the a c ducting However the DLR line is quite close so the noise from the trains was the price to pay for a cool room Not a big problem but I did get up first thing 06 00 ish to shut the window ,1.6666666666666667
648, Just the fact we are stranded on a Sunday after midnight to get back Also the windows could do wuwith a ckean,3.0
649, Change the mattresses,1.5
650, They gave a room with no window and the room was extremely small We had to pay an extra 20 to upgrade We could not use Jenny s restaurant due an event over new year,1.0
651, It was a very cold room with timed heating so we needed to request for an additional heater to be out in the room It s fine because they sorted the issue out no problem,1.0
652, This is an hotel from probably the 1970 s in an area of up to the moment architecture and modernity It is an anachronism It was dark dingy in places the rooms dust and grime windows so dirty hard to see through and especially bathroom old pubic hairs around bath and an ineffective shower were not particularly clean it lacks investment ,7.0
653, Surly staff who didn t understand problems wrong times in room info for spa a trek to the tube no cleaning of room over 2 days,2.0
654, The fact I had to ask for the view I was told it was a river view it wasn t kind receptionist moved us Hard bed Room a bit shabby Jacuzzi didn t work ,1.0
655, Not having the maid knock on our door before 8am would have been nice I was up and getting ready for work but this is still too early ,1.2
656, Decor was very shabby and dated Carpet worn stains in room Very limited facilities such as tea coffee supplies etc Very overpowering smell of bleach in reception and lobby area ,3.0
657, It s a little outdated compared to other more modern hotels none the less it still holds its class and facilities well I would definitely return for a stay mostly value for money,8.0
658, The noise of others even after we contacted the reception team nothing was done unfortunately ,4.0
659, ,0.14285714285714285
660, The bathroom could do with an update as it looked very tired and well used and a bulb or two didnt work ,2.5
661, Double bed was two singles joined securely together but with a ridge in the middle 20 minutes free wifi then pay Non smoking room smelled of cigarettes Difficult to adjust shower temperature No in room safe ,1.0
662, The hotel looks tired and dull everywhere The bar chairs are mostly too low The room has wallpaper peeling off scratched furniture and carpet badly laid The beds were narrow and pretty basic Premier Inn much better in all respects except location on this occasion The clientelle is very much bottom end group tour package ,1.6666666666666667
663, Outdated rooms worn out NO free WiFi Just 20 min is free IT doesn t have the facilities of a 4 star hotel Everything is pretty much basic ,1.0
664, 1 WIFI You need to pay 7 00 for WIFI usage in the room it s unacceptable when you pay at least 60 and above for the room There are many hotels which offer free WIFI in Lobby room The free wifi is only applicable in the hotel lobby 2 Location The hotel is located quite close to Canary Wharf tube station However there is a construction right next to the hotel Hence we are unable to use the nearest pathway to the hotel The construction is said to be done in 2020 You will now need about 10 minutes walking distance from the tube station to the hotel ,1.5
665, The place looks tired and and could do with some TLC I m so glad we didn t get a standard room as booked ,1.0
666, There isn t anything I didn t like ,1.3333333333333333
667, The heather did not work the tv didn t work and the bath bubbles did nt work and therefore I would expect something in return ,2.0
668, The rooms were very old like they haven t been renovated in a while wifi is 7 pounds if you want to use it in the room and the soap dispenser in the shower was pretty much 90 water,3.0
669, The greeting by reception staff on arrival could have been better ,2.0
670, There s a lot of construction work around the area so we found the entrance a little tricky to find ,5.0
671, There was no central heating on in my room This was in December I complained to reception and a heater was eventually delivered The room never heated up properly over the 2 days I was bitterly disappointed ,1.0
672, Staff did not appear very happy Guy at breakfast reception was a total misery and could barely bring himself to speak to us Hotel is very tired Beds totally uncomfortable Worst thing of all was having to face a bowl of vomit yes vomit which was left on one floor by the lifts for two days and even after complaint to reception it was left there That s a first in any hotel ranking it as the worst hotel stay ever No price is worth what this place has to offer ,2.0
673, The decor was extremely old and badly worn The room was clean but the double bed consisted of two very uncomfortable single mattresses put on a double base Very limited tea and coffee in the room we could have one cup of black tea and coffee each The shower over the bath was very difficult to regulate the temperature of the water The breakfast was supposed to be served until 10 30am We got to the breakfast room at 9 40am stood at the sign to be seated and staff just looked at us and carried on clearing tables I then approached a staff member and asked if we were just to sit anywhere and they smiled and said yes The breakfast was hot which was good but there were no cups available for tea and the glasses were very stained There is a view of the water but the windows are so dirty you can t actually see out It s a real shame as it could be a lovely hotel but I m under the impression that it s really neglected ,4.0
674, The reception staff was extremely rude and could not speak English properly the staff made up a story that I used vulgar language which was a lie I then asked for the manager who corrected the situation This occurred the first time at reception on check in But the next day I was complaining about the bar staff attitude and again the staff made up a story that I used vulgar language The staff at this hotel clearly lie and accuse guests of things which are not true I will be taking these accusations up to the owners of the hotel The hotel was smelly with smoking smells They are a lot of hidden charges that was very surprising There is also no doorman you also have to pay for Wi Fi ,1.0
675, Pillows were very poor very uncomfortable Beds on the small side too Room comfort not the best ,2.0
676, The hotel straddled the fence between vintage and dated The bed was two singles pushed together Very rowdy neighbours on my floor not the hotels fault obviously ,7.0
677, Only eatable food for breakfast was toast bread Egg powder omelette without taste Some personnel was unpleasant on basic and normal questions not even a request Beds totally uncomfortable Mice olympics around midnight ,2.0
678, This is our second stay at the hotel within the last 3 years However the hotel itself is starting to look tired and would benefit from a makeover Our room was disappointing in comparison to our first visit I think for the money you could do better ,2.0
679, Rooms have a very worn shabby feel and toiletry and tea coffee provisions were very basic Heating air conditioning appeared uncontrollable and we were extremely uncomfortable due to overheating Inability to open windows is a major disadvantage and for me resulted in poor night s sleep Breakfast was very poor not hot and the range of food very limited ,4.5
680, There was building work going on around the hotel that started at 8am we were not happy getting woken up at that time And the male house keeping staff seemed to congregate just down the hall from our room they were intimidating and quite rude,1.3333333333333333
681, I had no window and no air conditioning and it was hot I wasnt told that I wouldnt have either and the hotel was full ,2.0
682, The fact that you can t pay over the phone and in spite of the UK regulatuon the hotel is asking customers to send their credit card details by email Because i could not pay for the hotel on bookong com or over the phone at the hotel for mu guests they refused to check in my guests and sent out my guests at 11pm to change eur into gbp and asked them to pay for the hotel Shame on you ,1.0
683, The hotel is quite noisy My room was on the side from the DLR Furthermore the curtains did not allow to properly darken the room from the outside Too much light ,1.0
684, I did not like the stink of cigarettes throughout the hotel including the bedroom floors My bedroom didn t smell but everywhere else I found stank of either stale or fresh cigarettes Breakfast should be included at the price you are charging Also I was annoyed that I had to pay for WIFI As I had to stay for 3 nights a small built in fridge would have been useful for me to keep some food drinks I also think not being able to leave any personal items in a hotel room is worrying There was a card on the table advising your guests not to leave anything valuable in the room In order for you to print these cards distribute them in every room means items must be going walkies on a regular basis That was a little concerning Every day I had to bring my laptop kindle phone charger to work with me ,4.666666666666667
685, Weekend staff took 30 minutes to attend to us to check us in on arrival They were unfriendly and dismissive Didn t answer phone despite repeated attempts and took three calls and an hour to respond to replace a missing hairdryer Toilet was unflushed when we arrived and whole room smelt We were in a non smoking room but the whole floor stunk of smoke Not a good experience ,1.0
686, Can definitely do with some modern renovation in the rooms I like the traditional English look in the lobby and reception but rooms beds wallpaper TVs need an uplift,2.0
687, ,1.0
688, The room without windows was quite claustrophobic and small it was also not very warm I was also not really happy at checking to have to pre authorise my card for a room I d already paid for the reason given was that a check on the correct card was needed ,1.5
689, I have booked a smoking room in advance and when I arrived in the hotel they just told there s no any available smoking room so I was in the 10th floor and i had to go downstairs to smoke in the cold Need to pay for the swimming pool I though was a 4 star hotel and no free wifi in the room in the business district this is unacceptable ,3.0
690, On arrival we were advised by the concierge staff that our upgrade would be worth paying for as it had a very special view On paying the upgrade we outlooked a loud building site and the busy DLR railway We now wish we had stayed with our original room ,1.0
691, Maybe a few more teabags and or coffee sachets in room would have been nice ,1.6666666666666667
692, Bed to small very uncomfortable Room unappealing Furniture drab and old Bathroom door dirty Curtains dated Could really do with decorating or a refurb Sofas in bar and reception area extremely low Anyone with mobility or of older years would struggle to sit down and get up I know I did Feels like you are sitting on floor Brass handrails on entrance and doors was filthy More cleaning needed Have stayed in many hotels but was disappointed at this one ,1.0
693, Tried to charge us 130 more than the price we had secured online Luckily I could get a screenshot sent over to my phone from home of the booking confirmation to show the front desk as evidence of the price secured,2.0
694, ,1.0
695, I had no problems with the hotel ,4.0
696, POOR CUSTOMER SERVICE I fell over outside the hotel and when my husband asked for a first sis kit the staff ignored him and carried on serving How rude Room was constantly baking no way of turning down Headboard part fell off and exposed two long screws Bed very uncomfortable Overpriced and very tired now Will stay at Marriott or novotel next time,2.0
697, Understanding between booking com and the hotel as such Confusion over the rooms booked had occurred when we reached,2.0
698, There were hairs in my bed and in my bathroom The pizza was disgusting and I could not eat it The breakfast was cold Internet was not free Very dated hotel ,1.0
699, The staff was unpleasant I got the worst room in the hotel on the first floor at the end of the hall right next to the service room Also the room had a view on huge works it looked like i was sleeping in the works being done The condition and the cleanliness of the room were very poor I asked at the reception to change rooms I was moved to a slighltly better room But again the room looked very old and not clean The room was very noisy at night because of the overground There was even a smell of cigarettes although it was a non smoking room Also the heater in my room was not working The Air conditionning was put at 25 degrees As i was cold at night i called reception and they sent me a heater Of course the heater was in very poor condition and no one noticed that the plug was completly burned I had to call reception again to get another heater The maintenance of the hotel is very bad the conditions of the rooms as well It is a shame that this hotel is rated as a 4 star hotel It should have at mosttt 3 stars I hope i will never have to sleep in this hotel again ,1.0
700, Could not adjust room temperature only by staff opening window Worked but let all other noise in Not ideal,1.0
701, Our room was really run down and was like a sauna We called reception and they came and opened a window but still didn t cool the room down Worst night sleep ever Bearing in mind this was December,0.5
702, The fact that I paid extra for a view and got a building site outside which woke us up at 7 30am on Saturday morning to start work The old deco and furniture The thin walls between rooms ,1.0
703, Beds were uncomfortable and there was strong smell of cigarette smoke in bathroom This was dealt with by the last night of our stay ,2.0
704, I arrive when the night staff are on after an 10 or 15 hour shift and they are always rude and unhelpful Also this last stay I booked a double room and was given a room with a single bed,1.0
705, ,1.6666666666666667
706, The room was not well maintained old fitting and furniture there is a building site next door They stated work at 7 30 on a Saturday,2.0
707, The 140 pound a night room stunk of smoke was freezing cold and constant noise coming from the heating system which you can t turn off The carpet was dirty and dust everywhere We were unable to sleep so early hours moved to another room with the same problem The last thing you need when you ve had a whole day shopping in london On arrival we knew we d made a bad decision the decor was dated there was people all over the place drinking cans of Stella and couldn t get any staff to help us with anything After complaining and requesting a refund as it completely ruined our stay and 140 pound for the service just isn t good enough We were offered a COMPLIMENTARY UPGRADE for next time we stay We won t be staying ever again and an UPGRADE costs 20 pound on top of minimum 140 so what are they playing at Britannia far from it no one is British in there and I wouldn t ever recommend this to my worst enemy ,1.0
708, All the little charges for what I would expect to free extras such as use of the pool gym wifi Hotel shows signs of a lot of wear and tear Maybe as the area is rapidly developing this hotel will step up their game ,3.5
709, I had several boxes when I arrived and on a Sunday evening nobody came to assist me apparently they could not take the luggage trolleys outside The Hotel bedroom was unbearably hot and when I called Reception they said heating was not working properly The bathroom was fairly small,1.0
710, Quicker response more understanding more customer service pre arrival,0.875
711, Breakfast was only available with voucher at check in Not worth the prices Prefer a ala carte option ,5.0
712, I was billed for WIFI that didn t work the staff dealt with this poorly by arguing with me in an accusatory and aggressive manner then proceeded to charge me ,1.0
713, Bedroom furniture is very tired Towels very worn Can t believe even a struggling hotel has the nerve to charge for wifi access if you need more than 40 minutes in 24 hours ,0.6666666666666666
714, You could feel the springs through the the mattress the constant drone of trains and paper thin walls meant sleep was sparse When I actually got up I realized what an utter disgrace the room was Furniture was scuffed or broken bed frames were rickety with metal bits hanging off blood stains on the carpet stains on the walls and bathroom ceiling and ripped upholstery and wallpaper The overall decor was also extremely dated I was offered a window view but couldn t see out as the windows were filthy Also there was one usable socket for a phone charger but this was not near the bed or seating area and most of the light switches didn t work ,2.0
715, The hotel was exceptionally busy when I stayed but there was only two bar staff on and you had to wait 20 minutes to get served ,2.0
716, Everything looked shabby Food wasn t great Staff seemed confused by simple English They spelled my name wrong ,2.0
717, Room and standards were awful First room had people s things in it when we got into it Total incompetence and no effort to offer any discount If we wasn t so tired we wouldn t have stayed ,1.0
718, It s not a dislike but it s not central enough but the price makes it worth booking time and time again ,1.25
719, Breakfast was lovely just could do with a little more staff interaction ,1.8571428571428572
720, It was too hot in our room we asked them to look at the air conditioning but they just opened the window We were on the 9th floor and it meant noise level increased but at least the room was a little cooler,3.0
721, Quality of room old furniture and very uncomfortable beds and quality of food from room service is very poor as well hamburger was burned and cold ,1.0
722, It was extremely cold when I got in The thermostat allowed me to put the temp higher but there was only cold air coming in I received a heater which saved me The furniture is very old There are no plugs by the night stands I tried moving the night stand to remove the lamp but to my surprise that plug was smaller than a regular UK plug AND there was trash behind the night stand Everything about this hotel is outdated The breakfast is very cheap definitely not worth the extortionate amount of money I was charged per night And to top it all off upon checkout I needed an invoice with my company details details which were already provided at checkin and also details which were transferred to the hotel from my booking account Needless to say that the guy at the reception had no idea of what I needed and claimed my company details were not provided when I actually wrote them down manually at checkin as well so that s 3 sources for the same information Very disappointing ,4.0
723, Hotel has seen better days wear and tear everywhere Construction sites next to the hotel Noisy airconditioning ,0.3333333333333333
724, Very old tired inside needs a complete overhaul but keeping the old style of it as really is well worth keeping ,3.0
725, the plug was not working In the room Where the kettle was but I found one close Check in abit slow,0.5
726, The service is not great the check in staff were unfriendly and wouldn t let me check out the night before The decor is old tasteless and renovation is way overdue All of the gold plate on the taps were worn off The shower was disgusting the water pressure weak and the temperature hard to control The room itself feels dirty and run down and I was stunned to open up my bedroom door be confronted by a spiral staircase up to my bedroom which was a challenge with a suitcase It s one of the cheaper hotels in the Canary Wharf area but still at this price one expects more ,1.0
727, Furniture in the room would ve needed some updating Edges of the fitted carpet started to come off the floor The construction site outside of the hotel was making a lot of unpleasant noise ,4.0
728, The room was far too hot the windows did nt open and the only ventilation was hot air if you wanted ventilation it had to be air pre heated to 30 degrees celsius so uncomfortable at night when I complained to reception I was told to simply turn the fan off still far too hot,1.25
729, The room was very tired looking and needs to be updated expected a lot more for a four star hotel The receptionist never said where the breakfast room was or evening meals didn t promote the fact you could eat at the hotel Breakfast was average wasn t worth the money I paid Was disappointed with the amount of money I paid ,1.0
730, For second time in a row I went there after making reservation with few days upfront and they told me there is not any other room with window and also no more double bed for a Couple available as I had requested After that they told me the only left one was a 20 more expensive each day ,3.0
731, first night almost no heating after complaint a bit better second night but still cold second night wifi stopped working they put me through to the provider Bitbuzz to sort it out myself I had to help them understand they had a problem with the router They said they would call me back once fixed but they never did Eventually it was fixed but I only found out late at night few sockets in the room and in weird locations no socket in bathroom main light could be switched off only from one side of bed,1.0
732, Queued far too long for a drink at end of night 8 people waiting and receptionist wouldn t help Woken up at 810 by housekeeping to see if had checked out or not ,4.0
733, Not impressed with the additional 20 fee for the luxury of having a bedroom with a window Shower fluctuated from scolding hot to ice cold The room was dated with tatty furniture Room not particularly clean and too hot Towels were a bit small ,1.0
734, ,1.0
735, Loved the outside and the inside of the building very posh high end but as you step into your room it s like walking through a time capsule back to 1950 need to returb the rooms ,0.6
736, We ordered a pizza each from the restaurant the staff that answered the phone began laughing as they answered When I received the pizza as it was homemade it was very bland and had lack of flavour I ended up eating a salad for dinner 2 The room is too pricey and the breakfast costs too much also the restaurant prices are ridiculous 3 Why do you have to pay extra to use the swimming pool and Suana That is not good enough after paying over 90 for one night 4 When you use the facilities that are there in the swimming pool area you pay a 1 for a towel that can not even for you re body It just about covers you re hand as a hand towel 5 I requested a smoking room online and it said I selected a non smoking room when I booked The website is not clear enough and keep reloading ,3.5
737, Everything costs extra after 20mins of internet you have to buy a voucher for more GBP7 Gym and swimming pool not included Very old building huge construction site next to it,1.0
738, Asked for a double bed but instead got two single beds put together with a single bed sheet to hide that One of the best pillows had stain on it the toilet flush made so much noise and went on what seemed like forever The price did not justify the stay was expecting a better stay,1.0
739, Too noisy and unhelpful staff Would not stay again if I wanted a good night s sleep ,2.0
740, The staff was friendly but very inactive They are super slow in processing and feel like they are putting me to sleep ,0.875
741, The DLR outside is on the noisy side The room smell of stale cigarette smoke Small towels Sensitive Fiddly taps to get shower temp right Rooms are is on the tired side ,1.0
742, Being charged more than what was agreed when booking with yourselves instead of paying 223 I ended up paying 243 I wasn t happy about that at all ,1.0
743, Room looking a little let go Wall paper peeling in bathroom and toilet handle in wall loose ,3.0
744, rooms are a bit dated free wifi would have been nice but 7pounds not bad for 24h but only for 1 device noisy building site next door ,3.0
745, The noise from the trains until01 00 and the noise from the large building site from 07 30 I ll fitting windows meant hardly any sleep,1.0
746, Went to get a bottle of water and come back to the room for a shower to find the maid had stripped the bed and removed the towels and told me to check out because she had started on the room Not a great start to the day ,2.0
747, Broken Air conditioning on the 7th floor meant our rooms were heated to 30 degrees Celsius and only able to cool down to 28 It was like sleeping in a boiler Very bad night s rest even with just a sheet Cleanliness in the common parts is very poor Windows are filthy Generally a lack of pride in the place from the management Staff can be o k but all look a bit depressed No doubt due to the poor quality of leadership in the place Left a shirt in the room by mistake They did at least try to find it But lost to the laundry no doubt ,1.0
748, Dont go the the pizzaria I got pizza frozen and day after the worst burget it was only bread and meat I got the pics The room was stinky the pee they try to cover with some chemical stuff I got my throat hurt Gym club not free Internet not free I never pute negative like that on hotel but really dispointed They tried to sell me dinner voucher then i release the restaurat at night was always close in the last days a joke,2.0
749, Room far too warm 25c had to leave window open apparently rooms have no a c in winter hotel very tired needs renovating Towels too small Breakfast horrible Coffee stewed not fresh,1.0
750, Room Furniture extremely scuffed part damaged by kettle steam Carpet frayed and looked like water damaged by bathroom Corridor carpet frayed and scruffy ,1.0
751, got a parking ticket through the post after a week for staying at the hotel and parking in the carpark whilst providing details on checkin I have disputed and awaiting apology from Parking Eye who manages the car park and commination between the hotel and parking operatives need to improve ,1.0
752, A hotel such as Britannia should provide to their customers free WIFI during their whole stay at the hotel and not just 20 minutes ,1.5
753, Gap on the side of window which made room very noisy Staff could have handled our noise complaint better Poor customer service ,4.0
754, Bathroom and shower poor condition Staff less than helpful particularly in the restaurant Breakfast buffet was of poor choice and quality The buffet area was very cramped and given the fact that guests were carrying hot water this could have potential for a nasty accident,3.0
755, You couldn t open the window in room for fresh air It was too hot at night couldn t sleep due to this and no air conditioning only a fan which didn t do anything At one point it was 28 degrees c So uncomfortable Worst night sleep ever The rooms were very tired Furniture was scuffed and old When came to check in at 6pm there was a long queue and took nearly 30 minutes to check in stood in a queue it was not good when had a tiring day ,2.0
756, Booked a Double Room on check in at 11 30 at night I was informed they only had a twin bedroom The only Choices were to take it or cancel the booking Too late to go anywhere else so we took the room couldn t enjoy our night together and the bed aggravated my partners Sciatica Not a pleasant stay ,1.0
757, couldnt open the windows at all not even a bit wlan not for free but these are really small issues ,1.1666666666666667
758, Room was very small and wifi was not included free in the room like it used to be I had to pay additional for this ,2.0
759, The wifi is provided only for 20 minutes a day unless you pay a fee for an extension,2.0
760, Room was too hot 27 5 They sent a man up to open the window for us because they said that the air con could not be altered Also sent up a fan but this did not work Noisy in am with builders outside and window open Tea and coffee were cold for breakfast Better to make fresh for people ,1.0
761, Charging to use the pool and for the use of a pool towel Getting one teabag per couple in the room Not being able to check in early without paying an additional cost Not getting enough toiletries per couple Furniture and appearance of hotel very tired and shabby Charging to leave luggage on arrival day ,1.0
762, Bed was very uncomfortable thermostat unable to amend as room was too hot Receptionist insisted on taking an additional 1p on my card even though it was fully paid,1.0
763, Duck tape square on ceiling obviously hiding a needed repair Was asked if I wanted to upgrade to a room with a window for 20 It was Sunday night so I think if rooms were still available they could have upgraded for free,2.5
764, the extra costs associated with WiFi Gym Quality of Breakfast poor albeit a good selection Maybe concentrate on quality rather than selection quantity,0.3333333333333333
765, Room 530 The temperature for the shower was hard to control between red hot freezing cold and the plug for the bath was broken so it was constantly emptying unless you put your heel on it The building site next door wasn t a problem until the concrete pecker started up at 07 30 ,1.5
